,event_id,event_id2,tweets,location,date
31,140,Georgia3,@Itszizobaby @darijan @RachBlevins @elonmusk I personally know multiple Russians who braved the mass exodus in September through Georgia. But ok.,Georgia,09-10-2022
32,140,Georgia3,"Georgia Labor Commissioner Mark Butler announced today that the October unemployment rate was 2.9 percent while job numbers reached another all-time high, increasing by 3,700 from September. 

For more information, visit https://t.co/QX5TwQZpAZ. https://t.co/WXUFWgbwHJ",Georgia,09-10-2022
33,140,Georgia3,I send my deepest condolences to the family and friends of @SpeakerRalston. I am grateful to have met the Speaker in Savannah in September and was looking forward to serving with him.  His service to Georgia and the respect of his colleagues live on. #gapol,Georgia,09-10-2022
34,140,Georgia3,"The Georgia Bureau of Investigation (GBI) is investigating a September altercation involving four Camden County correctional officers and an inmate.

The inmate, a 41-year-old Black man by the name of Jarrett Hobbs. #11Alive #CamdenCounty #GBI

https://t.co/ANOg1wkN9h https://t.co/84h9eByMbE",Georgia,09-10-2022
35,140,Georgia3,"@JakeCrain_ ole miss is 2-0 vs auburn and georgia tech since september 17, 2022 at 5:33pm (AD)",Georgia,09-10-2022
36,140,Georgia3,"An attorney for Jarrett Hobbs, a North Carolina man, released videos showing Hobb's being brutally beaten while in custody at the Camden County, Georgia, Detention Center in September. https://t.co/i3cc2DQ1pY",Georgia,09-10-2022
37,140,Georgia3,"@RepBuddyCarter @USRepGaryPalmer Hi, Representative Carter. This happened in your district in September.
Do you have any comment for Sheriff Jim Proctor, or your constituents?
https://t.co/osoZn5cHTk",Georgia,09-10-2022
38,140,Georgia3,"Images: [LETTER SIGNED JAMES WOOD, COLUMBIA COUNTY, GEORGIA, TO THOMAS JEFFERSON, SEPTEMBER 5, 1809]. From the Missouri Historical Society, Thomas Jefferson Collection (https://t.co/9kZXVdNHhv)",Georgia,09-10-2022
39,140,Georgia3,"“Jarrett Hobbs, 41, was arrested in Georgia in early September for possession of an illegal drug, speeding and driving with a revoked or expired license”

This is pure hate. https://t.co/Al5cmSWMyB",Georgia,09-10-2022
40,141,Georgia4,"“Three employees of the Camden County, Georgia, Sheriff's Office have been arrested in connection to the beating of a Black man who was being detained in the Camden County Detention Center in September.” 👏🏼👏🏼 https://t.co/2EZlrZIXXm",Georgia,09-06-2022
41,141,Georgia4,"@_georgiafraserx Hi Georgia, I'm really sorry to hear you're having a problem with your signal and it's been ongoing since September. Can you send me a direct message so that I can look into this further for you? - Andrew https://t.co/m14c5xhQi0",Georgia,09-06-2022
42,141,Georgia4,"@ISET_PI's #ElectricityMarkerReview report shows, that in Sep-22, Georgia had no electricity import, but exported 94 mln. kWh, 97% of which went to Turkiye &amp; 3% - to Armenia.

ISET economic indicators supported by an institutional grant from @SwedeninGE
https://t.co/88r5zGLEHz",Georgia,09-06-2022
43,141,Georgia4,"[#567] #Ivan #Vadimovich #Elbakiev with the call sign ""#Don"" (September 16, 1993), the so-called ""#South_Ossetia"" (#Tskhinvali region of #Georgia🇬🇪), then lived and studied in #St_Petersburg, #RF🇷🇺.
(#Russian officer, contract soldier. He studied at the military artillery academy https://t.co/HSBhsnBts1",Georgia,09-06-2022
44,141,Georgia4,"In September a man died at Georgia's Fulton County Jail, covered in feces and lice. 90%+ people in his unit, which houses people with mental illness, were severely malnourished. All had lice, scabies, or both. My latest for @theappeal. https://t.co/Rl9GybcuB0",Georgia,09-06-2022
45,141,Georgia4,Jill Steinberg was the deputy chief of the criminal division for the U.S. Attorney’s Office in the Northern Division of Georgia before joining Ballard Spahr’s white-collar defense and internal investigations group in September 2021. https://t.co/t0ok15yMCX,Georgia,09-06-2022
46,141,Georgia4,"@TrishSmilew It happened in September.
Video finally came out yesterday.
Yesterday Sheriff Jim (Crow) Proctor ordered an investigation (of the September beating) be launched 'immediately'.
His racist Georgia voters will pay the lawsuit award &amp; vote for him again.

https://t.co/vk8VyPctaK https://t.co/hukx9EAQaT",Georgia,09-06-2022
47,141,Georgia4,"Obviously every resume (except Georgia's) can be ripped apart if you spend enough time on it. But I think it's pretty obvious that there are much more important factors at play here than, ""Did you beat up on the 60th-best team or the 90th-best team way back in September?""",Georgia,09-06-2022
48,141,Georgia4,"@CaccioppoliMike @Zigmanfreud @GovRonDeSantis Selective memory. I live in Florida, Desantis was 6 months behind Georgia and didn't allow most businesses to reopen until September. Georgia did it in April less than 30 days after 15 days to stop the spread.",Georgia,09-06-2022
49,141,Georgia4,"**TRIGGER WARNING** After being booked for traffic violations and drug possession charges early September, Jarrett Hobbs was attacked in his Georgia jail cell by multiple deputies.  the Camden County Sheriff ordered an internal investigation on those involved. Thoughts? https://t.co/M1yPcusF2i",Georgia,09-06-2022
50,141,Georgia4,"@antifaoperative @ReallyMicki The report says 2017-2020.  Whistle-blower in September 2020. Link to the report in the CBS article 

https://t.co/VcgrEvHaqK",Georgia,09-06-2022
51,141,Georgia4,"Jarrett Hobbs was brutally beaten in a Georgia jail cell back in September. 

Yesterday, a Georgia sheriff ordered an investigation into this incident after this video was released. 

https://t.co/EwHgH8VVRF
 https://t.co/dkS8fjeJAA",Georgia,09-06-2022
52,141,Georgia4,"#MISSING!
Alyssyia was last seen on September 14, 2022. She may still be in the local area of Conyers or she may travel to Rockdale, #Georgia.
https://t.co/gZlgdqzWT8",Georgia,09-06-2022
53,142,Georgia5,"@RanaForoohar @CFTC @SECGov @politico ""A dozen Senate Democrats, including Raphael Warnock of Georgia, Kyrsten Sinema of Arizona and Mark Warner of Virginia, urged Gensler in September to slow down and give the public time to evaluate the rules.""  this is why people say both parties have the same masters. Corruption.",Georgia,09-13-2022
54,142,Georgia5,"@markSCboswell @sportsguy0315 @malo5523 @agugliuzza25 @joelklatt @GeorgiaFootball @OhioStateFB @UMichFootball @TCUFootball @uscfb @LSUfootball @AlabamaFTBL @PennStateFball @ClemsonFB @UW_Football @oregonfootball @Vol_Football @NDFootball @KStateFB @Utah_Football All y'all's goofy politics &amp; name-calling over a f*cking game aside, you're both right:
-USC SHOULD be ranked over LSU, given the context.
-And LSU would beat USC. UCLA just dropped 45 &amp; this ain't the same LSU from September.

And worth remembering- Georgia would kill them both.",Georgia,09-13-2022
55,142,Georgia5,Would-be assassin originally told to slit the throat of Israeli businessman in Georgia: The hired killer said in his confession that he flew from Dubai to Georgia on September 14 to assassinate the Israeli businessman. https://t.co/B6jnuwUQXS JPost https://t.co/VdyPl07Ubr,Georgia,09-13-2022
56,142,Georgia5,@_OutlawCountry Went to see him at Red Rocks in September from South Carolina. By complete chance parked next to a couple that own a business in our hometown and a bunch of people from Tennessee and Georgia lol,Georgia,09-13-2022
57,142,Georgia5,"In September, Ukraine start to conduct counter-attacks all over the country under the United State's assistance. Russia starts to stare at Georgia, and they conduct cunningly revolted Georgian against its gov by using internet intelligent services.",Georgia,09-13-2022
58,143,Georgia6,"September 21, 2021 

US, NATO, Ukraine enhance interoperability with Rapid Trident exercise

The nations involved in the exercise are: Ukraine, U.S., Bulgaria, Canada, Georgia, Germany, Italy, Jordan, Lithuania, the Republic of Moldova, Pakistan, ⬇️
https://t.co/VrnJRCbzzz",Georgia,09-16-2022
59,143,Georgia6,"Doing a little 2023 schedule research, as one does when waiting for the 12pm kicks.

Georgia State has no non-conference game on September 23. It's either got to be a bye or be a Sun Belt opener against one of these three teams:

Coastal Carolina, Arkansas State, Louisiana.",Georgia,09-16-2022
60,143,Georgia6,UCLA has come a long way from those photos we saw of their home games in September.  https://t.co/8yozcaLoQq,Georgia,09-16-2022
61,143,Georgia6,"This past September, Mount Vernon Clinical Research, our site in Atlanta, Georgia, attended the Must Ministries Health Fair, where they offered free fibro scans to patients. https://t.co/pIAqNjdrSU",Georgia,09-16-2022
62,143,Georgia6,"Congratulations to Georgia Rottinghaus, a sophomore 
@prfieldhockey midfielder who was named one of October’s National Field Hockey Coaches Association Scholastic Players of the Month. Read more at https://t.co/57UBltVfKT",Georgia,09-16-2022
63,143,Georgia6,"The first Hit the Mark Sabbath School Summit happened at Renaissance Hotel in Atlanta, Georgia, back in September. The weekly Hit the Mark Sabbath School livestream continues.
https://t.co/MS4v0UvD3I",Georgia,09-16-2022
64,143,Georgia6,"This shit happened on September 3rd! Why is it just now coming out?
https://t.co/2m9NpQnUwa",Georgia,09-16-2022
65,143,Georgia6,"🇬🇪From July to September 2022, 443,600 people arrived from the #Russian Federation.

https://t.co/6HpP4qXD73",Georgia,09-16-2022
66,143,Georgia6,"For the record, the Supreme Court of Georgia ended up throwing out Williams's candidacy in late September.
Summary: https://t.co/3OsbwGa1zH
Full opinion: https://t.co/i41IHQNKfk",Georgia,09-16-2022
67,143,Georgia6,"A disturbing video of 41-year-old #JarrettHobbs who was beaten while in police custody at the Camden County, Georgia, Detention Center in September has started circulating. Hobbs' attorney is calling for a criminal investigation.

{IG 🎥: @iamzoie} https://t.co/ts07UGxwnI",Georgia,09-16-2022
68,143,Georgia6,"You can read premium...

– crootin' scoop
– injury / team news
– entertaining &amp; hilarious columns

...at @DawgsHQ for $1 per month until September 2023

The message board will see you now:

https://t.co/5FJ1FblbP1 https://t.co/mCeNs7JWak",Georgia,09-16-2022
69,143,Georgia6,"@BlueWI2023 @JoyceWhiteVance This isn't breaking news today and Erica Marsh may be a bot, but the story is actually true as Willis said in September:

https://t.co/lKVWIAPtPk",Georgia,09-16-2022
70,143,Georgia6,"Video shows corrections officers beating Black man in custody: An attorney for Jarrett Hobbs, a North Carolina man, released videos showing Hobb's being brutally beaten while in custody at the Camden County, Georgia, Detention Center in September.… https://t.co/puHRmLUtfz https://t.co/xPZhHGDMWJ",Georgia,09-16-2022
71,143,Georgia6,"An attorney for a North Carolina man is calling for a criminal investigation into why his client, a 41-year-old Black man, was beaten by correction officers while in custody at the Camden County, Georgia, Detention Center in September. https://t.co/NcCobIqrfr",Georgia,09-16-2022
72,144,Georgia7,My 12 year old self watched us get beat 31-3 by Bama after moving across the country from Georgia to Colorado while Wake me up when September ends played on CBS during the game and I still went skateboarding after. I admire my mental fortitude then. https://t.co/rVz4c4Xaba,Georgia,09-15-2022
73,144,Georgia7,Put me down for Portugal v Georgia in Toulouse on September 23 next year please. Thank you kindly.,Georgia,09-15-2022
74,144,Georgia7,"If you folks did not see this..you need to!😟😡
This attack happened in GEORGIA in September and was posted 2 days ago. 
https://t.co/df7aINEvsT",Georgia,09-15-2022
75,144,Georgia7,"State criminal investigators in Georgia agreed Tuesday to launch an investigation into a September confrontation at a county jail in which security cameras recorded guards repeatedly punching a detainee in the head and neck after rushing into his cell.

https://t.co/JjQX1BBCXW",Georgia,09-15-2022
76,144,Georgia7,"How Trump’s 2024 Announcement Affects Georgia Runoff Chances For Herschel Walker And Warnock

Republican Senate candidate Herschel Walker, right, speaks at a rally with former President Donald Trump on September 25, 2021, in Perry, Georgia. | Source: Sea… https://t.co/iBZRYKfgSy https://t.co/AQhRPPJjwf",Georgia,09-15-2022
77,144,Georgia7,"📢 GEORGIA DEPUTIES BRUTALLY BEATING BLACK INMATE 
In Georgia, a black man arrested for traffic violations and drug possession charges on September 3rd was beaten and thrown against a wall by Camden County deputies.
https://t.co/IW0lhW1myR https://t.co/mihegXM4mm https://t.co/TV9dWkNS1q",Georgia,09-15-2022
78,144,Georgia7,Writing a piece on #abortion costs and spoke w/someone in GA who accessed abortion care in September when this horrific 6-week/heartbeat bill was still allowed. SO glad to see that it was just overturned: https://t.co/PrPIrCesDU,Georgia,09-15-2022
79,144,Georgia7,"The Georgia Bureau of Investigation (GBI) is investigating a September altercation involving four Camden County correctional officers and an inmate.

The inmate, a 41-year-old Black man by the name of Jarrett Hobbs. #11Alive #CamdenCounty #GBI

https://t.co/ukn9634zRD https://t.co/hPrjNuM39j",Georgia,09-15-2022
80,144,Georgia7,"Ellaville Sky 29 September 2022: Ellaville, Schley County, Georgia. View On WordPress https://t.co/KQDRyTsqP6",Georgia,09-15-2022
81,69,Texas1,@SILLYSKULLS college!! moved from texas and started university here in september,Texas,09-16-2022
82,69,Texas1,"As of September 2022, Oklahoma had 11,714 MW of operating wind capacity, the third-most wind capacity of any U.S. state.

Texas was first with 37,210 MW. Can you guess which state was second? https://t.co/G9xZ5Eytb1",Texas,09-16-2022
83,69,Texas1,"Texas employment growth decelerated to 2.9% in October after rebounding to 4.8% in September. The weakness in the leading index suggests a further slowing in job growth going into 2023. For more data, check out: https://t.co/PmeYvV2h8X",Texas,09-16-2022
84,69,Texas1,#PeterCapaldi plays the guitar at the Wizard World Convention in Austin Texas on 22 September 2018. https://t.co/ztd8NCvXlS #TwelfthDoctor,Texas,09-16-2022
85,69,Texas1,"Ten soldiers linked to the mission have died since September 2021, all via accident or suicide, and yet all ⁦@GovAbbott⁩ cares about us political grandstanding.

Texas Guard to send tank-like military vehicles to the border

#AbbottFailsTexasEveryDay https://t.co/2FLkl3RJO3",Texas,09-16-2022
86,69,Texas1,"The Texas Heartbeat Act had an immediate short-term impact on the number of abortions performed in Texas. Between August 2021 and September 2021, the number of abortions performed in the Lone Star State declined by over 60 percent. | By @Michael_J_New
https://t.co/q56J6DHCY9",Texas,09-16-2022
87,69,Texas1,"For the first time since September 23rd in the year of our Lord 2022, your Texas Aggies have won a football game.",Texas,09-16-2022
88,69,Texas1,"#MISSING!
Frida was last seen on September 17, 2022 in Houston, #Texas.
https://t.co/Mz3ZFFKPlB",Texas,09-16-2022
89,69,Texas1,@Ahafia2 @MFgamino I went from south Texas to northern Japan when I joined the Air Force. There were 6ft snowdrifts and the first snow was in September and the last snow was in late April.,Texas,09-16-2022
90,69,Texas1,"“Rules government’s disarming of Perez-Gallan did not sufficiently consider the historical context of domestic abuse law when revoking 2nd Admen rights. In September, he ruled unconstitutional to disarm somebody who has been indicted but not convicted yet” https://t.co/fUm2pmoRzI",Texas,09-16-2022
91,69,Texas1,@CFBONFOX WOAH! I was told in September by Texas fans that ewers and bijan would be the top two candidates for the heisman.,Texas,09-16-2022
92,69,Texas1,"@rionka @AmyLeeEV @evanescence That’s what’s up…. This was in Lubbock, Texas. September 7th. . i was like almost right there up front. 😊🎶",Texas,09-16-2022
93,70,Texas2,"In the September 2022 report, Texas led the way for the ninth consecutive year in 2021 as the No. 1 state for #tech exports. A modern #economic #development program is necessary for Texas to remain a leader in the technology #manufacturing industry. https://t.co/j9mfE2bbzx",Texas,09-06-2022
94,70,Texas2,@thomas_garrard @ToddisOK Beach house in Texas that I stayed at during my vacation in September! https://t.co/PVjek6XF1x,Texas,09-06-2022
95,70,Texas2,My babies.  Mia on the right passed over the Rainbow Bridge in September and promised she would wait for me and Charlie.  I miss my girl every day. https://t.co/ujPbrh4zG2,Texas,09-06-2022
96,70,Texas2,"4/5 TLOD was chartered in the state of Texas on September 8, 1964 as a non-profit educational, humanitarian, and philanthropic  organization. #txlege",Texas,09-06-2022
97,70,Texas2,"@NSA_Senior @mhdksafa I think a more appropriate model is the generation of my great-grandparents in Galveston, Texas, September 9, 1900. After the hurricane had swept away structures, lives, and even real estate, they found themselves rebuilding their city, fully interdependent on one another.
/3",Texas,09-06-2022
98,70,Texas2,"Burkes turned 26 back in September. Police say he's a Black man, 5 feet 10 inches tall, and 200 pounds, with a medium brown complexion. 

Police urge anyone who has seen or located Burkes to call HPD's Missing Persons Unit at 832-394-1840.

https://t.co/yiolTIFsxf",Texas,09-06-2022
99,70,Texas2,"The Texas Heartbeat Act had an immediate short-term impact on the number of abortions performed in Texas. Between August 2021 and September 2021, the number of abortions performed in the Lone Star State declined by over 60 percent. | By @Michael_J_New
https://t.co/bICJ3EXxgD",Texas,09-06-2022
100,70,Texas2,"For those keeping tabs on the change of venue motion in the Alex Guajardo case (the one where the lawyer accused DA's office of meddling with pre-trial publicity), Judge Amy Martin will leave decision to her replacement. 

Our coverage from September: https://t.co/1iWQ6GXDw5",Texas,09-06-2022
101,70,Texas2,"Update: In response to the fatal attack of Jack Looney and the mauling of Ruth Ann Muffley by 3 #pitbull mixes in Buddy Holly Park, Lubbock, #Texas, on September 27, 2022, the city is increasing fines by a few hundred dollars. 
https://t.co/BATMhogClR",Texas,09-06-2022
102,70,Texas2,Lol I was in Texas and shit September tell me why my black ass got pulled over in Missouri coming back to the Mil lmao had a whole ass warrant in Milwaukee from my PO let me remind you I caught my case in Missouri lmao I should’ve been Double fried chicken,Texas,09-06-2022
103,70,Texas2,Happy Waylon Wednesday  https://t.co/UHRT8yrkDz,Texas,09-06-2022
104,70,Texas2,Please help #StopExecutions. Sign &amp; share @DeathPenaltyAct petition: Stop the Execution of #CarlosTrevino in #Texas on September 30: https://t.co/GuhKyDK0WR  #EndTheDeathPenalty,Texas,09-06-2022
105,70,Texas2,"Activist Kym Whitehead of Texas passed away recently. She was found unresponsive in her apartment. No cause of death has been released. She was boosted September 27, 2022. https://t.co/1AQzLtQEko",Texas,09-06-2022
106,71,Texas3,"For all my ECG ""nerd"" friends...

As promised... here is the preliminary schedule of the 2023 classes presented by Jerry W. Jones, MD FACEP FAAEM:

THE MASTERCLASS IN ADVANCED ELECTROCARDIOGRAPHY
February 23 – 26, 2023 | Houston, Texas
September 21 – 24,…https://t.co/ROgFakM6YZ",Texas,09-03-2022
107,71,Texas3,State reports show the agency in September still had less than half of its budgeted officer positions filled with active employees. https://t.co/5cbc68H2jE,Texas,09-03-2022
108,71,Texas3,"I was let go by my school in September and rather than see it as a negative, I looked at it as a chance to go home and apply for remote jobs in Texas. Ended up getting an offer to work on the admission side for a university and have a few more interviews.",Texas,09-03-2022
109,71,Texas3,"Cedar Rapids Washington DB Miles Thompson, a former Northern Illinois commit, flips to Texas Tech. 

The Red Raiders offered in September. 

Profile: https://t.co/B9ZXDjklJJ https://t.co/QDeS1jKdj5",Texas,09-03-2022
110,71,Texas3,"@TexasAustyn Darlin', last September I moved from northern NY to northern Texas at 59 years old. For my first Texas Thanksgiving I had BBQ ribs. This year I'm having a ribeye steak sandwich. Thanksgiving isn't really about the food, as much as it's about giving thanks to God🇵🇷⚘😔",Texas,09-03-2022
111,71,Texas3,@notapar72 Texas State is eliminated before September lol,Texas,09-03-2022
112,71,Texas3,"Brent crude was down 3.1%, at USD 86.96 a barrel, having touched its lowest level since September 28, 2022. U.S. West Texas Intermediate (WTI) crude slid 3.2% to settle at USD 79.01 a barrel. @UTradePH",Texas,09-03-2022
113,71,Texas3,"The Austin metro added about 14,200 jobs between September and October, with a total of 56,900 jobs added since October 2021.
https://t.co/VY1DGfZWvb",Texas,09-03-2022
114,71,Texas3,me when harry brought me backstage september 25 and confessed his love for me and said he would leave his current relationship and come back to texas for me https://t.co/6g8vQf9wrp,Texas,09-03-2022
115,71,Texas3,"@LifeNewsHQ @PaulCTaylor3 In the case of Texas, the maternal mortality rates is 0 because they haven't released their data that was due back in September.
https://t.co/zqnORWeBlb..",Texas,09-03-2022
116,71,Texas3,"Police killed Greg Hightower, age unknown, on September 22, 2022 in Harris County, TX. 

https://t.co/gCjfDMoCt6

#HarrisCountyTX #publicdata #statistics #fatalshooting",Texas,09-03-2022
117,71,Texas3,"@CueenQristina 1. I registered my car in Texas last September but I received a letter saying California is sending registration fees to collections bc I haven’t paid. So, I’m trying to get that taken care of. I wonder if this is happening to other people that moved out. I even called the dmv",Texas,09-03-2022
118,71,Texas3,"@annie4idaho At what point is this a self fulfilling prophesy, or contrived by man to make us think it's a fulfilled prophesy? 🤔 
https://t.co/FGmqcdCmcu",Texas,09-03-2022
119,71,Texas3,"In September, a man in California filed a class-action lawsuit alleging that he suffered damages because he paid $2.99 for a bottle of Texas Pete Hot Sauce that he learned was not from Texas. Will he win?Watch this video as I share my thoughts on the case https://t.co/bx2jwkwDdk",Texas,09-03-2022
120,71,Texas3,"All these children five years, six years, seven years, nine years and two a little older, were picking cotton on H.M. Lane's farm Bells, Tex. Only one adult, an aunt was picking. Texas, September 1913. Lewis Hine. https://t.co/mjYvlYvZbO",Texas,09-03-2022
121,71,Texas3,"A test satellite by Texas-based firm AST @AST_SpaceMobile deployed its largest commercial communications array ever flow in space, in low Earth orbit, the Bluewalker 3 satellite. The satellite was launched on a @SpaceX Falcon 9 rocket in September.

#PhaseBTweets #ElonMusk #5G https://t.co/vbWNGX2pee",Texas,09-03-2022
122,71,Texas3,"Did you know that the Texas oil and natural gas industry paid over $1 billion in production taxes in September alone? These taxes directly fund public education and essential services across Texas, and ensure our state has a robust Rainy Day Fund. https://t.co/WKPwyEay4D",Texas,09-03-2022
